TradeID,Amount,Currency,Product,Country,SettlementType,Priority,Owner
1086,18263,0,3,1,0,1,2
1087,20892,0,2,0,1,0,9
1088,33258,3,1,3,2,0,8
1089,46427,0,3,0,1,0,12
1090,12202,3,1,0,2,2,5
1091,23234,3,2,1,0,0,14
1092,21774,2,1,3,1,0,8
1093,23969,1,0,3,2,2,10
1094,44376,0,0,4,0,2,1
1095,31450,2,0,4,0,1,1
1096,46797,2,3,0,0,2,12
1097,8776,2,0,1,1,0,16
1098,22840,2,2,4,2,0,6
1099,14461,3,3,3,0,1,18
1100,14092,3,0,4,1,1,1
1101,28894,3,1,1,1,1,7
1102,38125,2,3,4,0,1,13
1103,11781,0,3,1,0,0,2
1104,6283,2,0,3,0,2,10
1105,46003,3,2,3,1,1,19
1106,10926,2,0,1,2,2,16
1107,13526,0,1,0,0,0,5
1108,44140,3,0,2,1,1,17
1109,48374,3,1,0,2,0,5
1110,14483,3,1,0,2,2,5
1111,16982,2,0,1,0,2,16
1112,36346,2,2,1,0,1,14
1113,7532,1,1,2,1,2,0
1114,28217,1,0,1,2,1,16
1115,34998,0,3,4,1,2,13
1116,42052,0,3,3,2,1,18
1117,38927,3,2,1,2,0,14
1118,14464,0,3,1,2,1,2
1119,29787,1,0,3,0,1,10
1120,7943,2,0,3,0,2,10
1121,29881,1,1,2,0,1,0
1122,18325,2,2,1,0,0,14
1123,40245,1,3,1,2,1,2
1124,39142,1,0,1,2,0,16
1125,38169,3,1,4,2,2,3
1126,22215,1,1,3,2,0,8
1127,46205,2,3,2,1,0,11
1128,9980,3,2,1,1,1,14
1129,14102,1,3,2,1,1,11
1130,35415,0,1,2,2,2,0
1131,45595,2,3,2,1,0,11
1132,7359,1,3,1,0,1,2
1133,29669,0,0,1,0,2,16
1134,9806,2,1,4,2,2,3
1135,41754,2,2,3,0,2,19
1136,47140,3,3,2,0,2,11
1137,30001,2,0,4,1,0,1
1138,32700,3,2,4,2,0,6
1139,38382,1,3,2,0,2,11
1140,15309,2,0,3,0,0,10
1141,31397,2,2,3,0,0,19
1142,25001,0,0,4,2,0,1
1143,31866,0,3,3,2,1,18
1144,22299,2,1,3,2,0,8
1145,40907,2,1,0,0,1,5
1146,5712,2,0,3,2,1,10
1147,48904,1,0,1,1,2,16
1148,20836,0,2,2,1,0,15
1149,49268,1,2,2,2,2,15
1150,49002,3,2,3,2,0,19
1151,22177,2,2,2,2,1,15
1152,31748,3,2,0,2,2,9
1153,38978,3,3,1,1,2,2
1154,27687,0,0,3,0,1,10
1155,11480,2,3,1,0,0,2
1156,38275,3,0,3,1,1,10
1157,11676,2,1,0,0,2,5
1158,26058,1,0,2,2,2,17
1159,31516,1,0,3,2,0,10
1160,45664,1,2,1,0,2,14
1161,25148,2,0,1,1,2,16
1162,19400,2,2,3,1,2,19
1163,8047,1,3,1,2,0,2
1164,17640,0,2,2,1,1,15
1165,26483,1,0,0,2,1,4
1166,42164,0,2,0,0,2,9
1167,29440,3,3,0,1,0,12
1168,6933,1,0,3,0,2,10
1169,46604,1,1,2,0,1,0
1170,11547,2,3,3,2,0,18
1171,31231,2,3,2,1,1,11
1172,31056,2,2,2,2,2,15
1173,9600,2,3,2,2,2,11
1174,18181,0,2,4,2,0,6
1175,26778,1,3,0,0,1,12
1176,26832,0,1,3,0,2,8
1177,42944,2,0,1,0,0,16
1178,49673,0,3,4,2,2,13
1179,16740,0,2,1,2,0,14
1180,19035,0,3,2,0,1,11
1181,48687,1,0,4,1,1,1
1182,32137,3,2,2,1,1,15
1183,46055,3,2,2,0,0,15
1184,37349,3,3,3,0,2,18
1185,42672,0,1,1,2,2,7
1186,36353,1,0,4,1,0,1
1187,33601,1,0,1,2,0,16
1188,32991,3,3,3,1,2,18
1189,45226,1,2,3,1,1,19
1190,29465,1,2,2,0,2,15
1191,16078,2,1,3,2,2,8
1192,49355,2,2,1,0,1,14
1193,22584,1,1,1,2,1,7
1194,25739,3,0,0,2,1,4
1195,5727,1,3,2,1,0,11
1196,36676,3,3,4,0,1,13
1197,5269,3,0,1,0,0,16
1198,24208,0,2,0,0,2,9
1199,7262,0,2,3,1,1,19
1200,45501,2,2,0,2,2,9
1201,27868,0,1,3,0,0,8
1202,32581,2,1,4,2,2,3
1203,47548,3,1,2,0,2,0
1204,34037,1,2,1,2,0,14
1205,20883,2,3,2,0,0,11
1206,46315,2,3,0,1,2,12
1207,13045,2,0,1,2,0,16
1208,17537,3,2,1,0,1,14
1209,6908,1,1,0,1,2,5
1210,5155,0,3,4,2,0,13
1211,9847,3,3,1,2,1,2
1212,27217,2,0,0,1,0,4
1213,25856,0,3,2,1,2,11
1214,47843,2,1,2,1,0,0
1215,27033,1,0,1,2,2,16
1216,45495,0,3,0,1,2,12
1217,21718,1,1,3,0,1,8
1218,22954,0,3,2,0,2,11
1219,13100,3,3,3,2,2,18
1220,30039,0,0,1,2,0,16
1221,11865,0,2,1,2,1,14
1222,35093,0,2,3,0,0,19
1223,21868,3,2,4,0,1,6
1224,13336,1,0,4,1,2,1
1225,49457,3,3,2,1,2,11
1226,29360,0,1,2,1,2,0
1227,37338,0,3,1,2,2,2
1228,18531,1,2,1,1,0,14
1229,46405,1,0,1,1,0,16
1230,44823,1,0,0,1,0,4
1231,6262,1,1,0,1,0,5
1232,31322,1,2,2,1,1,15
1233,31716,3,3,1,0,2,2
1234,25804,1,0,1,1,0,16
1235,21315,1,0,0,1,0,4
1236,38460,3,1,1,1,1,7
1237,38584,2,3,0,0,2,12
1238,40839,3,2,0,1,1,9
1239,45995,3,1,4,1,2,3
1240,47937,2,2,0,1,2,9
1241,16148,1,3,3,0,1,18
1242,30224,1,3,4,1,1,13
1243,28312,2,0,4,0,0,1
1244,47975,1,2,2,0,1,15
1245,18828,0,3,1,1,1,2
1246,22328,1,1,4,1,0,3
1247,29636,0,3,2,2,1,11
1248,47844,1,0,0,0,1,4
1249,43568,1,0,1,2,0,16
1250,10773,2,1,0,1,1,5
1251,29528,2,2,1,2,2,14
1252,49925,3,0,3,1,0,10
1253,45847,3,3,0,2,0,12
1254,39793,1,3,1,1,2,2
1255,6285,3,2,0,0,1,9
1256,35996,0,1,0,2,2,5
1257,42661,2,3,1,2,0,2
1258,35026,3,1,0,2,1,5
1259,10813,3,2,2,0,1,15
1260,16258,2,3,4,0,0,13
1261,33838,3,2,4,1,0,6
1262,49523,3,2,0,1,0,9
1263,21499,1,1,0,2,1,5
1264,48748,1,0,3,0,2,10
1265,49689,1,1,0,0,1,5
1266,29981,0,3,3,0,2,18
1267,41251,2,3,0,0,2,12
1268,41777,2,1,1,0,2,7
1269,13125,0,3,1,1,2,2
1270,16371,3,2,2,1,0,15
1271,20681,1,0,2,1,1,17
1272,32961,0,2,0,1,2,9
1273,38097,2,2,3,2,1,19
1274,10146,1,0,4,0,2,1
1275,43032,1,2,0,2,0,9
1276,15018,3,0,0,1,2,4
1277,13678,1,2,0,2,1,9
1278,37725,3,1,3,2,0,8
1279,21296,3,3,4,1,1,13
1280,36298,1,2,0,0,2,9
1281,9307,0,1,3,1,1,8
1282,23954,1,2,0,0,2,9
1283,20737,3,1,1,0,2,7
1284,17364,0,3,0,1,2,12
1285,19801,2,2,3,2,2,19
1286,10408,1,2,3,1,2,19
1287,45545,0,2,4,1,1,6
1288,47594,0,0,1,0,2,16
1289,32474,0,3,4,0,1,13
1290,23763,3,3,2,0,2,11
1291,36881,1,1,0,0,0,5
1292,49294,2,0,0,0,0,4
1293,5105,2,3,2,2,0,11
1294,40279,2,1,2,2,2,0
1295,30808,1,2,1,1,2,14
1296,5974,3,3,3,2,1,18
1297,15098,2,2,1,2,0,14
1298,5640,3,1,4,0,0,3
1299,47926,2,1,4,2,0,3
1300,37458,0,3,3,2,2,18
1301,48250,3,3,0,2,1,12
1302,13525,1,3,2,2,1,11
1303,38466,0,0,0,0,0,4
1304,45525,2,3,0,0,0,12
1305,48036,2,3,3,1,0,18
1306,10046,0,0,0,2,0,4
1307,22483,2,2,4,0,0,6
1308,19834,0,3,4,1,0,13
1309,43820,3,3,1,2,1,2
1310,44579,1,1,0,0,0,5
1311,9813,2,3,3,1,0,18
1312,46548,1,3,1,1,2,2
1313,44981,1,0,4,1,0,1
1314,17829,2,3,4,0,1,13
1315,13337,2,1,0,2,1,5
1316,19872,3,0,4,0,2,1
1317,44576,1,3,1,1,1,2
1318,15648,0,3,4,2,2,13
1319,27523,0,2,4,0,0,6
1320,16822,2,3,1,1,0,2
1321,15439,3,1,4,1,0,3
1322,13341,1,2,3,2,0,19
1323,38338,1,2,1,1,2,14
1324,36299,2,3,0,1,0,12
1325,32667,0,3,3,0,2,18
1326,47324,1,0,2,1,2,17
1327,33730,1,1,3,2,1,8
1328,17422,0,3,3,2,1,18
1329,9642,0,2,1,2,1,14
1330,48378,2,1,4,1,1,3
1331,9377,0,0,4,0,1,1
1332,46190,3,0,0,2,2,4
1333,41104,2,1,0,2,2,5
1334,23844,3,0,3,0,1,10
1335,33536,0,2,2,2,2,15
1336,13146,1,1,4,2,0,3
1337,21742,0,0,3,2,0,10
1338,45372,2,2,2,0,0,15
1339,12257,0,3,0,1,2,12
1340,14752,0,3,0,1,2,12
1341,16794,0,3,0,2,1,12
1342,7250,3,3,3,2,2,18
1343,32695,0,3,4,2,0,13
1344,7667,3,3,0,0,2,12
1345,27059,2,1,1,1,0,7
1346,21094,3,2,1,0,0,14
1347,12627,2,2,4,1,1,6
1348,23957,0,0,2,1,2,17
1349,49192,2,2,4,2,1,6
1350,10372,3,3,3,1,1,18
1351,45537,2,1,4,1,2,3
1352,7602,1,3,3,1,2,18
1353,21798,2,0,3,1,0,10
1354,11419,3,2,2,2,1,15
1355,13070,1,2,3,1,0,19
1356,6743,2,2,4,0,0,6
1357,47096,1,3,4,2,2,13
1358,30975,0,1,0,2,0,5
1359,17060,3,3,3,2,2,18
1360,19945,1,3,1,2,2,2
1361,49604,1,0,2,2,0,17
1362,12638,3,2,0,0,0,9
1363,41968,2,0,3,2,0,10
1364,37189,0,1,2,0,1,0
1365,13010,1,1,3,2,2,8
1366,28441,0,0,3,2,2,10
1367,34721,2,0,2,1,2,17
1368,8801,1,0,0,0,0,4
1369,11221,2,3,2,0,2,11
1370,17622,0,1,2,0,0,0
1371,29678,0,3,4,1,2,13
1372,17979,0,0,2,2,2,17
1373,44631,0,3,0,2,0,12
1374,15496,1,1,4,0,0,3
1375,45130,1,1,3,1,0,8
1376,15567,1,1,0,0,0,5
1377,48951,1,2,0,0,1,9
1378,13995,3,2,3,2,1,19
1379,39892,3,2,0,0,1,9
1380,12627,0,2,2,1,1,15
1381,47941,3,1,0,2,1,5
1382,27832,0,3,1,1,2,2
1383,19202,1,0,3,0,2,10
1384,45873,1,0,4,0,2,1
1385,41777,1,3,0,1,0,12
1386,29085,2,1,1,0,0,7
1387,13217,2,3,0,0,0,12
1388,44626,3,2,1,1,1,14
1389,38854,3,2,4,0,2,6
1390,24669,3,2,0,2,1,9
1391,5731,1,2,0,2,1,9
1392,48805,3,1,0,1,0,5
1393,43690,2,1,2,2,1,0
1394,46291,1,0,3,1,2,10
1395,23063,1,2,3,1,0,19
1396,23398,1,2,3,0,0,19
1397,38435,0,1,4,1,0,3
1398,40573,1,3,2,2,0,11
1399,45553,0,2,3,1,2,19
1400,35330,3,1,3,0,2,8
1401,13147,3,3,3,2,2,18
1402,34810,1,1,0,1,0,5
1403,9696,3,1,1,2,0,7
1404,13592,1,0,4,2,1,1
1405,30226,3,2,2,0,1,15
1406,27197,3,0,3,0,1,10
1407,20905,2,3,1,0,2,2
1408,27698,0,2,0,2,0,9
1409,15582,1,1,0,1,1,5
1410,30725,3,3,0,0,2,12
1411,20607,0,2,2,1,1,15
1412,12019,2,2,4,0,2,6
1413,6320,3,0,4,2,2,1
1414,17595,3,1,1,1,0,7
1415,45597,3,3,3,1,1,18
1416,14889,1,3,0,2,2,12
1417,29675,1,1,2,1,2,0
1418,27269,2,3,0,1,0,12
1419,40911,3,3,1,2,0,2
1420,22568,3,2,3,1,1,19
1421,33525,1,2,1,0,2,14
1422,48928,0,2,0,1,1,9
1423,25973,2,2,0,0,0,9
1424,38775,1,3,4,0,1,13
1425,17479,0,3,3,1,2,18
1426,22432,0,0,1,1,1,16
1427,30837,3,3,1,1,0,2
1428,49768,0,2,3,1,1,19
1429,25779,1,2,3,1,1,19
1430,9619,1,0,3,2,1,10
1431,7343,3,3,4,2,1,13
1432,44489,3,2,1,2,1,14
1433,41085,3,2,0,0,1,9
1434,34907,2,1,1,1,2,7
1435,12753,2,1,3,1,0,8
1436,10644,0,2,2,0,1,15
1437,42009,2,2,0,2,0,9
1438,29104,3,1,2,1,1,0
1439,25200,0,1,0,1,1,5
1440,23595,0,2,1,2,0,14
1441,11208,2,0,2,0,0,17
1442,42932,0,0,4,2,2,1
1443,31687,3,2,3,1,0,19
1444,40600,0,2,1,2,1,14
1445,12225,1,1,3,0,0,8
1446,32365,0,0,0,1,1,4
1447,48087,1,1,1,1,2,7
1448,28162,3,0,1,2,1,16
1449,20152,0,0,4,1,2,1
1450,12919,3,3,1,1,2,2
1451,20742,2,0,2,0,0,17
1452,47538,0,2,4,2,1,6
1453,8631,0,3,4,2,1,13
1454,32906,3,0,2,0,2,17
1455,6738,0,2,4,1,1,6
1456,48548,1,3,3,0,0,18
1457,43846,1,2,0,2,1,9
1458,10997,0,3,0,0,1,12
1459,17125,2,1,2,2,1,0
1460,9593,3,1,3,0,0,8
1461,28332,2,0,0,0,0,4
1462,27607,1,2,4,1,2,6
1463,33962,3,0,3,0,1,10
1464,8959,0,0,1,2,2,16
1465,23062,0,3,3,1,0,18
1466,25569,2,1,1,2,0,7
1467,11665,2,2,3,1,2,19
1468,12885,1,1,4,1,1,3
1469,39683,1,0,1,1,1,16
1470,28177,0,2,0,0,1,9
1471,28407,1,0,4,1,2,1
1472,7236,2,2,3,0,0,19
1473,38821,2,2,4,1,1,6
1474,24094,0,1,4,0,2,3
1475,33305,3,3,1,2,1,2
1476,39177,0,2,1,1,0,14
1477,8189,0,3,1,1,1,2
1478,38508,1,1,1,0,0,7
1479,6115,3,0,3,2,2,10
1480,19342,3,0,1,1,1,16
1481,14478,2,0,1,0,2,16
1482,34770,1,0,4,1,1,1
1483,24396,0,3,0,0,0,12
1484,28876,0,0,2,2,0,17
1485,35666,1,1,0,1,1,5
1486,20880,1,2,2,1,0,15
1487,9705,3,2,1,1,1,14
1488,21196,3,2,0,1,1,9
1489,6493,0,2,2,0,0,15
1490,16049,0,2,0,1,0,9
1491,29165,0,2,0,2,2,9
1492,21964,2,3,4,2,1,13
1493,14556,3,1,2,0,0,0
1494,30303,0,1,2,0,0,0
1495,33391,2,3,3,1,2,18
1496,46474,0,1,2,2,2,0
1497,37299,2,1,4,0,1,3
1498,23581,0,2,4,2,1,6
1499,36371,2,1,4,1,2,3
1500,28208,3,3,3,2,2,18
1501,38271,2,0,3,1,2,10
1502,46825,0,2,3,2,2,19
1503,19664,2,2,0,2,1,9
1504,19256,1,1,3,0,0,8
1505,18539,3,3,2,0,1,11
1506,34107,2,1,0,1,2,5
1507,45292,1,2,2,0,0,15
1508,43627,0,1,3,0,1,8
1509,40344,0,2,2,1,0,15
1510,38582,0,0,2,2,1,17
1511,41448,1,3,0,2,0,12
1512,46162,0,1,0,0,2,5
1513,36799,3,2,2,2,0,15
1514,28847,1,3,4,0,1,13
1515,24161,0,2,1,2,2,14
1516,46570,3,2,0,2,1,9
1517,25828,0,0,2,0,0,17
1518,49289,0,3,4,1,0,13
1519,22517,0,0,0,2,0,4
1520,22104,1,3,4,1,0,13
1521,22738,3,3,2,2,1,11
1522,16911,1,2,3,2,1,19
1523,17726,2,1,2,0,1,0
1524,33597,2,2,4,2,2,6
1525,10388,0,0,3,0,0,10
1526,20756,3,0,0,2,2,4
1527,5096,1,2,3,0,2,19
1528,14740,0,0,3,2,2,10
1529,6243,0,2,4,2,2,6
1530,24182,0,2,1,1,2,14
1531,5750,2,3,3,1,2,18
1532,19605,1,1,4,1,2,3
1533,42671,1,1,1,0,2,7
1534,13792,3,3,3,2,0,18
1535,16128,3,3,3,0,0,18
1536,42861,2,0,2,1,1,17
1537,42426,1,0,3,0,1,10
1538,9022,3,0,3,0,2,10
1539,37420,3,1,1,2,1,7
1540,20815,1,2,1,0,0,14
1541,48052,2,2,2,1,0,15
1542,44226,0,0,1,0,2,16
1543,25846,1,1,4,1,0,3
1544,7223,3,1,3,1,1,8
1545,48532,3,0,0,0,0,4
1546,7072,1,3,2,2,0,11
1547,37483,2,2,1,2,0,14
1548,27159,3,3,1,1,2,2
1549,45962,3,2,2,2,2,15
1550,11869,2,1,4,2,2,3
1551,26096,1,0,2,0,2,17
1552,27467,3,3,3,1,1,18
1553,27653,0,3,4,0,0,13
1554,9875,0,2,3,0,2,19
1555,7504,0,1,2,1,0,0
1556,17748,3,3,0,0,0,12
1557,43636,2,1,1,1,1,7
1558,29103,3,2,4,1,1,6
1559,12380,1,2,3,2,1,19
1560,40150,1,2,2,2,0,15
1561,36670,2,0,2,2,1,17
1562,5792,0,1,1,1,0,7
1563,20455,3,3,2,2,2,11
1564,21363,3,0,0,1,1,4
1565,33896,1,3,4,1,0,13
1566,19529,1,1,3,1,1,8
1567,34367,1,2,1,2,1,14
1568,22868,0,1,2,0,2,0
1569,47914,2,3,2,0,1,11
1570,47297,0,0,1,2,2,16
1571,18326,0,1,3,0,2,8
1572,23369,1,2,4,1,0,6
1573,24312,2,3,1,0,2,2
1574,33950,2,1,1,0,0,7
1575,44558,2,3,4,0,0,13
1576,10469,2,3,2,2,2,11
1577,49838,2,3,0,0,1,12
1578,41872,1,0,1,1,0,16
1579,41038,3,3,3,0,0,18
1580,42220,1,1,0,0,0,5
1581,44820,0,1,1,1,2,7
1582,10813,0,0,1,0,1,16
1583,29686,2,3,3,1,0,18
1584,43937,1,1,4,1,2,3
1585,46192,2,3,1,1,1,2
1586,44478,1,1,3,2,2,8
1587,12476,1,1,2,2,1,0
1588,16790,2,3,2,1,0,11
1589,19545,2,1,3,2,2,8
1590,48722,2,0,3,2,0,10
1591,30560,0,2,2,0,1,15
1592,6470,2,2,4,1,1,6
1593,17371,1,0,0,1,2,4
1594,38652,1,3,3,2,1,18
1595,47527,1,2,1,2,0,14
1596,11573,3,2,4,0,0,6
1597,32546,3,2,2,2,2,15
1598,16220,0,0,1,0,2,16
1599,20370,3,1,3,2,1,8
1600,10838,2,3,2,1,2,11
1601,9001,3,3,3,1,2,18
1602,24555,3,0,4,1,0,1
1603,39061,3,1,4,1,2,3
1604,32606,0,2,4,1,2,6
1605,32923,0,1,2,1,0,0
1606,20368,3,0,2,0,1,17
1607,11269,2,0,0,0,2,4
1608,5321,2,3,2,0,1,11
1609,20633,1,2,0,2,2,9
1610,46076,0,3,1,1,1,2
1611,42232,3,0,0,1,0,4
1612,33431,2,2,4,2,2,6
1613,36318,1,1,0,1,0,5
1614,10784,1,1,3,2,2,8
1615,9176,3,2,2,1,2,15
1616,8084,3,1,2,2,2,0
1617,20964,0,3,2,0,0,11
1618,12565,0,2,3,1,0,19
1619,42920,0,1,3,0,0,8
1620,25882,3,3,3,0,0,18
1621,44436,2,1,2,1,0,0
1622,19396,0,3,2,1,1,11
1623,22278,0,1,0,0,2,5
1624,25624,1,2,3,0,0,19
1625,9822,3,3,4,2,1,13
1626,20382,0,1,0,0,2,5
1627,42457,1,0,2,1,1,17
1628,9848,0,1,2,0,0,0
1629,45910,2,2,0,1,2,9
1630,49102,1,1,2,0,1,0
1631,43353,2,3,1,1,0,2
1632,28084,3,0,0,0,2,4
1633,47707,0,0,0,0,2,4
1634,49790,2,1,0,2,1,5
1635,22214,2,0,4,2,0,1
1636,26223,3,2,2,1,2,15
1637,28162,1,1,1,0,2,7
1638,14770,1,0,1,0,1,16
1639,33638,1,2,2,0,0,15
1640,22498,0,0,2,2,2,17
1641,43805,0,1,2,2,1,0
1642,39641,3,0,0,2,0,4
1643,14305,0,1,2,2,0,0
1644,28378,1,3,2,1,1,11
1645,22655,1,3,2,2,1,11
1646,44780,1,1,2,1,1,0
1647,29435,2,1,3,2,2,8
1648,28262,1,0,1,2,0,16
1649,14156,0,0,0,1,2,4
1650,10155,0,3,0,1,0,12
1651,38205,1,0,3,0,1,10
1652,20096,1,1,1,0,0,7
1653,41380,0,1,3,2,1,8
1654,43341,0,1,2,2,0,0
1655,30145,3,0,4,0,1,1
1656,48109,1,1,1,1,0,7
1657,43540,1,1,0,0,2,5
1658,13766,2,0,2,2,2,17
1659,26442,0,2,4,1,2,6
1660,7755,1,2,2,1,0,15
1661,48920,2,1,3,1,0,8
1662,39554,1,3,3,2,0,18
1663,26371,1,0,0,2,2,4
1664,25733,1,1,0,0,0,5
1665,13146,2,3,3,0,2,18
1666,20402,1,3,4,2,1,13
1667,23286,2,1,3,1,0,8
1668,44560,3,1,3,2,1,8
1669,27697,2,0,4,0,1,1
1670,24434,2,3,4,2,0,13
1671,20935,2,0,0,2,1,4
1672,5057,3,3,3,0,1,18
1673,40087,0,2,4,2,1,6
1674,19742,3,3,4,2,1,13
1675,22682,0,0,0,0,2,4
1676,30718,2,3,2,1,1,11
1677,25175,1,1,4,2,2,3
1678,41652,3,0,4,2,1,1
1679,21786,0,3,3,0,0,18
1680,14719,3,3,2,0,1,11
1681,16190,1,2,0,0,1,9
1682,10437,0,1,0,1,1,5
1683,38625,0,1,1,2,1,7
1684,45852,0,3,2,2,0,11
1685,9788,0,0,4,0,1,1
1686,20834,2,0,4,0,2,1
1687,10832,2,1,4,2,2,3
1688,21511,1,0,0,2,0,4
1689,47806,1,2,0,2,2,9
1690,46271,2,3,0,1,2,12
1691,37831,3,2,1,2,1,14
1692,21025,3,1,3,1,1,8
1693,29990,1,1,1,1,0,7
1694,43585,0,2,3,0,1,19
1695,24990,3,3,0,0,0,12
1696,35499,1,2,1,1,0,14
1697,30116,0,2,3,0,2,19
1698,30251,1,1,3,0,1,8
1699,36103,3,1,3,1,0,8
1700,21186,0,1,4,0,0,3
1701,15676,1,3,4,0,2,13
1702,29925,3,0,4,0,2,1
1703,46819,0,3,2,2,1,11
1704,8365,2,3,4,0,2,13
1705,14141,1,2,4,0,0,6
1706,12707,0,3,4,1,2,13
1707,29047,1,2,1,1,2,14
1708,30409,0,2,1,2,0,14
1709,38047,0,1,2,2,2,0
1710,40249,3,3,3,2,2,18
1711,14862,1,0,4,1,0,1
1712,27752,0,3,1,2,0,2
1713,19625,3,1,1,0,1,7
1714,14064,3,2,1,0,2,14
1715,6835,0,2,2,1,0,15
1716,37502,1,1,1,1,0,7
1717,21343,0,3,2,2,0,11
1718,33251,2,0,2,2,2,17
1719,22093,3,3,4,1,0,13
1720,17047,2,3,4,0,0,13
1721,7704,2,3,0,0,1,12
1722,21947,1,1,3,0,0,8
1723,11698,1,3,3,2,1,18
1724,19426,3,2,0,2,2,9
1725,5139,3,3,0,0,1,12
1726,24011,2,3,2,1,2,11
1727,33974,0,0,0,2,2,4
1728,9198,3,0,1,0,2,16
1729,39130,1,0,4,1,1,1
1730,45122,3,1,3,1,0,8
1731,33866,1,3,2,2,1,11
1732,10978,1,2,3,0,0,19
1733,37302,0,0,3,1,2,10
1734,24631,1,3,0,2,1,12
1735,16444,1,0,0,0,0,4
1736,21337,0,3,4,2,2,13
1737,25168,0,1,2,0,2,0
1738,21371,0,1,2,1,1,0
1739,5351,3,1,2,0,0,0
1740,27933,3,0,2,2,0,17
1741,25636,0,2,4,1,2,6
1742,17970,3,2,3,0,0,19
1743,46453,1,0,2,2,1,17
1744,32566,2,2,3,1,0,19
1745,9227,3,1,1,1,2,7
1746,7949,2,2,1,0,0,14
1747,25099,1,1,0,0,1,5
1748,16922,3,3,0,2,1,12
1749,7728,2,0,2,2,0,17
1750,25447,1,3,2,2,2,11
1751,16030,3,0,1,0,0,16
1752,19916,1,2,0,1,1,9
1753,38893,2,2,1,1,2,14
1754,28665,3,0,1,2,0,16
1755,34468,1,0,1,0,0,16
1756,28349,0,3,2,1,0,11
1757,40093,0,3,2,0,0,11
1758,37654,0,3,4,2,1,13
1759,22499,1,2,1,2,0,14
1760,14223,3,1,1,2,0,7
1761,33933,3,3,1,2,1,2
1762,21714,2,2,0,0,1,9
1763,23022,0,2,3,1,1,19
1764,48546,0,3,3,1,1,18
1765,43175,3,2,1,2,1,14
1766,21456,1,2,4,0,0,6
1767,26137,1,0,0,0,1,4
1768,24034,1,3,1,0,2,2
1769,11711,2,2,1,0,2,14
1770,42589,1,2,0,1,0,9
1771,36739,0,0,2,0,0,17
1772,25581,1,2,4,1,2,6
1773,41837,1,1,4,1,2,3
1774,20423,3,1,1,1,0,7
